essay_id,essay_set,essay,rater1_domain1,rater2_domain1,domain1_score
394,1,"think comput good thing portable, fun have, could research lot thing them. laptop cari round computurs. convient have. could bring anywher would like. mani peopl laptop home them. fun could play mani game free time too. anoth thing could make videos. last least could enjoy it. could research lot thing them. internet succes product. mean could use home work need help. anthor thing could type essay work school. think comput good portable, fun have, could research lot thing them.",4,3,7
395,1,"dear @caps1, think peopl excers go computer. comput one main reason nation obess rate big includ junk food like mcdoanld. i'm big fan comput get wrong. would comput night could want bodi out. go bed @num1 usal stay comput hour two depend i'm project. also goign comput less could make life fun instead sit insid go outsid play sport like football, hang friend @caps2 family. someth els . conclesively, peopl puxh selv stay comput @num2 hour half obessed! go down. could also help save planet save energy.",3,3,6
396,1,"dear local newspaper, think okay peopl world use computers: reason @caps1 lot peopl us comput lot things. peopl world use comput someth important, case emerg much more. us kids/stud @organization1 use comput go myspace, facebook, chat lie. talk friend even talk peopl world. also talk famili live somewhr far away @location1 live @location1 differ state. lot us kid go myspac talk friends, family, peopl even know, peopl world peopl havn't seen years. well agian peopl also use comput sell drug bad enviorment. one good reason peopl effect addict comput bad peopl drug dealer sell drug enternet bad peopl drug dealer buy drug enternet. far know lot peopl enternet alson know peopl outsid enternet thing even peopl insid enternet bad thing sell drug enternet. reason know they'r friends. they'r smart thing enternet even all. tell agian local newspap okay peopl around entir world use computer, @caps2, @num1 anth long connect drug dealer bad peopl want keep want keep eventu end get cought get brought jail. tell comput meant fun meant drug enternet anyway",4,3,7
397,1,"now-a-day technolog industri take modern soceiti captiv user make virtual addicted. good that? indulg onlin world less interact show sign depress recent studies. also sit around comput day burn calori gain unnecessari weight could easili prevented. go librari use use go internet. lastly, thought damag affects, trojans, cyber bullying, violence? words, comput neg wast good money. famili becom less less connect other, who' blame. big book technolog desk. rather social spend time famili friends, comput addict choos sit butt talk game away. teach famili apart."" @caps1 one @location1 man two tennag children' comput obsession. ""i swear they'r thing hour end"" claims. artic read day said peopl suffer depress admit onlin atleast @num1 hour per day. go show? comput abus take child' life, atleast limit them. studi prove @percent1 peopl spend day surf web either over-weight boarderlin over-wright. rather go real world experienc life themselves, look onlin reli people' opinions. mean anyth you? peopl overweight higher risk aging, not, pretti health problems. want breath like. librari environ peopl tend task. @month1 ask answer simpli expans distracting. librari can't get much trouble, can't play onlin games, even look thing innappropriate. librari hae credibl sourc reliabl inform studi from. mention go family, friend even tutored. comput dont provid that. go librari better solution. must admit, comput addict, believ effect peopl atracious. i'v move period life honestli say, addict grasp strong know. also know first hand reward clean harm drug per say. sociabl ever im deal issu much better. @num2 pound best shape life even made school' cheer team. often go librari studi must say, im proud i'v become. spend around @num3 hour onlin get sleep. tool name @caps2 im comput addict survivor.""",5,5,10
398,1,"dear newspap @caps1, @caps2 look advanc technolog year tell influenc current day people. question is, advanc better? take turn worst? today talk technology, think benefit societi poorly. peopl spend less time excercis enjoy nature, leav ther social life behind constanli computer, dont realiz much they'r hurt themselves. number obes peopl especi children, increas day. caus lack excers peopl busi respond texts, talk phone play unneed video games. physic harm themselves, definitley miss wonder aspect mother nature! get little, escap technolog prison cell reel into. @organization1 one beautifuli countri world, take advantag that! now, without proper excersize, put heart seriou risks. even smaller things, like jump jack cuntups, help make heart healthy! parents, even parent parents, brought world, faught time need, would anyth protect you. would say told technolog push away? text dinner tabl tri make conversation, never leav room play ""fun"" games, hide behind face technolog thing vast number peopl instead socializa peopl matter most: famili friends. although friend @month1 easi go still came busi hang comput come meet @caps3 singl person live without friend friend need you! make time peopl special place heart disapper. sum up, techolog corrupt mind human beings... need stop! like said healthi happi spend enough time peopl knows, mayb make happier electr companion. so, fellow citizens, leap desk chair, shut electron devices, jump back real world.",5,5,10
399,1,"dear @organization1, heard peopl think comput bad effect peopl disagree. comput help peopl much schools, work places, home. comput would wors effect peopl computers. student absolut necces research , type essays, letter mani write pieces, goe society. almost everi school country, student use comput daili basis. person log comput type essay class least twice week @organization1 even more. exampl @caps1 teacher ask class write lot essay letters. told us hand write good grade it. comput type remov fact teacher can't read can't grade it. understand peopl would say make peopl need hand write thing lot less peopl would lose abil hand write thing advenc technolog comput type anyth pose, soon hand write longer ne required. person whatev research need found easili use computer. student grade level class, research project go assign teacher. use book mean research slow efective. get onto comput look pic fast simpl give better result books. goe jobs, exampl person might need set powerpoint presentation. comput powerpoint - effect way set project comput allow person research one place. make much simplier get lot inform run around get book talk peopl know subject. understand comput could ""take control"" peopl peopl would spend much time them. stay comput long learn balanc time, keep comput would benefit mani ways. write mani differ essays, letters, type projects, research would done faster easier.",4,4,8
400,1,"dear newspap readers, @caps1 comput realli chang way peopl use technology. made societi differ mani ways. peopl look inform faster ever device. peopl also talk friends, especi popular websites, comput even use school, mostli college. @caps1 advantag use school, mean much peopl education, comput chang human race forever. grandpar went school, idea comput was. guid priar knowledge, knowledg teacher, dictionary. fortun today even comput school grandpar would love someth quick simpl computer. @caps1 access comput realli help peopl inso mani differ ways, mainli world. first place would go talk peopl online: @caps2. man @num1 @num2 peopl @caps2. reason popular paper want talk friend enjoy talk too. experi canada @caps2 too, surprising. talk countri unbelievable. opportun peopl make new friend. also affect way peopl lively. teenag attend high school, choic talk specific, almost like help one class college, mani short amount. peopl stay paper. @caps1 advantag everyday life, especi colleg oppurtun someon get better type comput class realli help someon tri learn type fast pace, get capl hour sleep! conclusion, believ @caps1 comput effect societi posit way. thank read letter, hope take consideration. @caps1 comput dramat chang live forever.",4,4,8
401,1,"dear, @caps1 paper edattor stop peopl arent anyth stay home use computer. make life worser make day whith computor everi one goe side get exsesise. wo could maps world better you. exersis stronger get peopl livs comput could frend play game that time go outside. time like use comput littil much land dont get mach exesersis hope could stop go side exersis more. would comput wont use like along time spend outside. olw kid two three hour day. use comput use like hour that good go side that why.",3,3,6
402,1,"dear local newspaper, think comput exel benefit people. first famili friend commun far distance. secondli type comput give peopl good hand eye cordnation. thirdli give peopl abil learn faraway places. lastli give student chanc research topic learn about. well @caps1 think? research @person1 said almost @percent1 family' live faraway eachother. comput give abil famili commun wether aim webcam chat. also @percent1 famili live faraway @percent2 use comput comunicate. hand eye cordination, peopl type without look peopl realli slow. type comput give great hand eye cordination. good hand eye cordin could use mani things. example, play sport even simpl task like throw someth trash. lastly, ever want learn place faraway live ever research topic school? well have. comput give peopl abil learn place faraway. exampl third grade research hammer head sharks. teacher alway ask student look word topic computer? said think comput benifit people. hope three reason contact famili friend hand eye cordnat lastli research made think good thing too. thank take time read @caps1 say hope take concideration.",4,4,8
403,1,"dear local @caps1, think comput posot effect people. mani way comput posot effect humans, first comput bring peopl togeth let peopl interact other, let peopl talk other. comput also let peopl learn new things. internet much information. comput also let peopl thing can't computers. comput posit effect people. comput let peopl interact other. comput bring peopl together. peopl use internet send email other. need write letter one might take day got it. email would get second send it. also websit like face book let talk friend websit like connect people. freind cant talk togeth get computer. comput also web camera, let peopl talk echother. see them. let peopl see person facial express hear voic better phone write letter someon that comput posit effect peopl comput also let learn new thing ever want find somth question go internet. someon els might know answer. comput let peopl see pictur videos. want see pictur @caps2 go comput type comput let peopl see pictur see real life. vidio let watch thing like someth funni cheer day. love show to, miss find computer. comput benifit peopl positively. comput also let thing without. teacher ask type paper alway computer. comput would use typewrit made mistak would type whole thing again. comput also alow play music. comput put cd play music. comput alow thing couldnt without comput benifit societi posit effect people, let peopl interact bring peopl together. let peopl talk other. comput also let learn newthings. also let thing couldnt without. comput mani posit effect peopl hope agre comput benifit soctiti",4,4,8
404,1,"dear local newspaper, effect comput peopl posot say posot rush, know need rain boot not? check computer! say posot without comput would offic run buisness? much pain keep everyth files. especi school teacher keep grade student file cabinet! keep computer, @caps1 they'd need huge file cabinet. could understand peol think comput bad effect people. might think take away time nature, friend family. mani peopl take laptop local park sit tree warm day go comput there. especi student this, homework leav help relax. also, peopl whose famili friend live states, @month1 hous number, time long conversation, e-mail them, use social network like facebook, myspac look profil page say quck, ""@caps2, doing?"" local shop owner @person1 says, ""i bare time myself! want say @caps2 sister @location1, usual say hello facebook know love talk ear off!"" rememb one morning, rush school, idea type outfit wear. check local news cast websit weather forecast thank god did! would gotten stock downpour without umbrella! comput also good want catch news, relax play game can. so, wonder weather see today good day sit tree park & catch type report partner, go ahead. forget e-mail ask first, sinc lost phone number.",4,4,8
405,1,"@organization1, @num1 @num2 peopl survey @location1, @caps1 agre use comput benefit society. person concern @num1 people, comput posit effect people. multipl reason think use comput realli benefit society, includ teach good hand-ey coordination, give peopl abil learn abour faraway place people, even allow peopl talk onlin people. believ comput posit effect people. first all, its' proven fact sport physic exercis involv hand-ey coordin extent. comput help reach peopl young age good hand-ey coordination. person use comput keep eye screen still abl use mous keyboard. take alot coordin think even love look mous keyboard typing, know everyth is. peopl disagre i'm say often use excus peopl spend much time comput get enough exercise. however, believ true. hand-ey coordiant peopl learn comput help improv skill coordiant sports, exampl basebal person look ball catch it, same time move arm catch it. hand-ey coordiant helps. prove comput benefit societi teach peopl hand-ey coordiantion. addit @percent1 teacher @organization2 believ comput use great tool help student learn. comput give peopl abil learn far away place people. give peopl acess inform foreign place peopl avail resourc areas. comput one go search sight type place whole world. search dozen inform place pictures, @caps2 societi advenc technolog peopl learn learn wtih great button. addit think also tool schools. teacher student project differ countri peopl student easili inform computer. comput benefit societi way teach differ loaction people. comput help peopl becom interest differ topic @month1 even inspir peopl go faraway place hack differ people. finally, @num4 @num5 peopl ask kind way contact peopl online, whether email facebook. comput allow peopl take onlin people. modern societi import person friends, great keep friends, live far away connect comput great way keep touch. disagre opinion believ spend time comput mean less time famili friends. believ taht opposite. sinc @caps2 live modern age famili understand kid leav colleg might go far away even across country. comput allow famili chat easi way keep contact talk other. peopl talk line anoth way comput benefit society. never! comput benefit society. reach peopl hand-ey coordiant use life. importantli give peopl abil learn faraway place people. lastli allow peopl talk onlin others. @caps2 live modern time, societi advanc everyday comput huge part it! posit effect people.",4,5,9
406,1,"dear local newspap disagre peopl enjoy spend time famim comput noth agre far? frist wast time comput noth noth get done notic mani shildren comput everi right school play computer. exampl cosiun comput evryday wast time still me. secondli children studi comput play video game go websit allow @num1 student children internet pali video game someth done everyday also seen mani kid play game computer. thirdli student never learn noth wast time comput stude mani student time wise also mani student use comput sometim everyday notic mani student learn compu stude test mre @percent1 stundent fail class computer. first peopl spend time friend teh import peopl aroun ud computers. still me? secondli friend import peopl ever care love like ther famili wast your comput know friends. exampl allway comput never goe see friemd amd friend never care comput god get im say here. thirdli famili also import comput care leas spend sometim famili exampl mani famili stop spend time oth comput import them. lastli help commun goal make you\r citi look want massi also mani peopl quit help commic servic around neighbor exampl see trash ground dont care. final go sport start fit important. first play sport far youv health peopl never play sport anymor comput exampl @num2 peopl stop play sports, secondli go import good.",4,4,8
407,1,"believ comput posit effect people. teach hand-ey coordination, give peopl abil learn faraway place people, even allow peopl talk onlin people. thing good use computers, need computers. think comput posit effect neg effect? hear might want agre comput posit effect. comput posit effect mani way example: school, work, talk other, get information. differ websites. comput use would probabl use books. would get inform book much would get computer. probabl would know much ofr computers. reason comput posit effect work eye type exercis hands. prove hand-ey coordination. learn place live like that? earthquak went websit that. get learn certain place want go vacat for. get learn famou peopl know go comput look celebrity. comput someth peopl use talk peopl keep contact. @caps1, @caps2, @caps3 others. use talk friend family. famili friend live far away place use comput talk. e-mail teacher peopl work might e-mail handl business. even get work student school way learn differ activities. even play game computer. explor natur computer. think comput great way learn talk others. want child learn? want child fun? tell think! comput posit effect.",4,4,8
408,1,"believ comput negit effect people. use comput effect person' time sit hour play onlin games, @caps1 also effect heath get fresh air spend time family, lastli @caps1 effect educ time could use homework computer. first use comput effect person' time, @caps1 wast hour sit could outsid play chore around house. could help famili friend instead play comput games. goe time could someth good, wast computer. comput also effect heath room insid get air. also exercic help bodi out. could effect emot heath. comput talk peopl becom social could loos connect friend family. loos connect becom use comput @caps1 becom worse. last reason @caps1 effect educ could homework stude import lest comput learn nothing, school possabl mess ever! realli bad computer. coupl time push homework asid use comput grade drop alot. @caps1 effect education. reason comput effect education, heath, time. know think comput could use education, human prefer fun anyth els hope help realiz that.",4,4,8
409,1,"dear local newspaper, @caps1 name @person1. @num1 year old go @organization1 @location1 call @organization1. realli smart kid. @caps1 opinion benefit peopl use computers. keep read @caps1 essay go tell @num2 good reason benefit peopl use computers. @caps1 first reason teach hand eye coordination, give peopl abil learn far away place people. example, alway use comput i'm research alway give abil learn new place people. anoth exampl ever watch @caps2.v @caps3 @num3 say peopl learn learn faraway place peopl internet @percent1 time. @caps1 second reason allow peopl talk onlin peopl exampl comput everyday visit @caps1 facebook alway give chanc talk @caps1 friend peopl online. anoth exampl go comput search computers.org say let peopl @percent2 time talk other online. @caps1 @num4 reason allow student get inform they'r project. exampl alway use @organization1 comput allow get inform example, @location2 @person2 govina benefit peopl use computers. anoth exampl ever check magazin comput tell kid get alot inform they'r project @percent2 time. conclusion, benefit peopl use comput teach hand eye coordination, give peopl abil learn faraway place people, allow peopl talk onlin peopl allow student get inform they'r projects. @num2 reason benefit peopl use computers. pleas local newspap pleas tri make believable.",4,4,8
410,1,"dear editor, comput wast time. kid get home school put name work go right computer. comput wast mind littl kids, other dont even bother look outsid computer. one comput hous time limit long on, caus problem sibl adults. brother sister comput realli long want go parents, probabl fight yelling. also, somebodi somth werent suppos computer, mess up, person alway fix get realli mad. ""@caps1 nice day outside"" alot peopl get parents. peopl wast away day sit comput w/ favorit snack. alot peopl wont even look side lazi get computer, go walk mayb play snow. littl brother like play shoot game computer, @num1 @num2 year old! twin like stuff so, enjoy kill peopl games. im pretti sure almost everi boy around age, feel way. point game teach kid nothing. @caps1 teach kill peopl animals, danger thing would hurt themselves. hope letter show peopl comput hurt peopl wast life instead go park w/ famili spend time computer. time neg effect peopl isnt good.",4,4,8
411,1,"dear @caps1 local newspaper, peopl use computers, everyon agre benefit society. box harm users' eyes. addition, lead less interact â€œrealâ€ people. finally, lead unhealthi lifestyle. comput harm society. starters, comput harm bad eyes. @date1 @date2 @date3, doctor saw nearli @percent1 increas eye problem result either surgery, glasses, contacts. directli associ overus person computers. also, studi shown common citizen use cootrapt four hour day end extrem deterior vision age @num1. finally, @caps2 @caps3 state overus comput led neg affect eyesight workers. seen, work get done faster, howev cost medic treatment actual surpass littl extra profit gain modernizing. secondly, comput harm lead less time â€œrealâ€ people. begin with, studi shown peopl simpli donâ€™t learn much peer talk box. also, studi @organization1 shown roughli @percent2 fewer convers social gather @date1. alarm rate peopl @month1 never get know world @month1 becom electron base workspace. final @person1, social relat professional, state peopl end lack understand canâ€™t feel emot person he/sh speaking. sure, video chat, still convey real feel behind personâ€™ words. finally, comput harm lead unhealthi lifestyle. begin with, lack fresh air obtain sit indoor day bad lung lead prematur breath problems. also, averag peopl get @percent3 fewer workouts, accord @caps4â€™ @caps5, like directli influenc overus computers. final obes rate risen next noth @num2 past ten @date1. research show major obes patient spent excess time littl box ten. might feel complet due computers, proven time time machin main reason behind worldâ€™ current unhealthi lifestyle. person comput neg effect toward societi today. technolog result poor eyesight gener public. addition, lead much lower amount social interaction. finally, end forc peopl unhealthi lifestyle. so, let word comput bad society, tri make world better place live.",6,6,12
412,1,"dear @caps1, beleiv use comput good thing. help learn subject place think interest know about. help save environment. reason think use comput good thing. first, help learn new subjects. say report school @organization1 @organization1 @caps2, know thing them. could go sit computer, enter ""@organization1 @organization1 @caps2"" googl search, press enter. hundr even thousand entri @organization1. could sit forev learn magnific creations. learn subject computer, anytime. could even learn comput history! seond, help save environment. peopl alway use paper paper come trees. cut tree harm environment. depleet oxygen suppli destroy habitat anim insects. everybodi use computers, would use less paper. could use send document papers, could bring tax appoint pair suits. comput could even use school work. teacher could asign homework email student student could fill email back. sure would still use paper somethings, would use way less. peopl could also use less fossil. could talk via internet thing like skype commun wit ware burn. thirdly, comput could help us advanc the. comput help find way mani thing better medic treatments, effici travel even everi day life. could find better way treat seriou medic condit help computers. could find way treat cancer mayb even common cold. comput could also hep us find effici way. could help find mroe effici feel, effici could help make teleport device. could also help us explor deeper space find planet galaxies. comput could also help us everi day life. get @time1, imagein abl screen abl hot shower, breakfast work equip readi within five minutes. realli would futur computers. reason comput school reasearch space beyond.",6,4,10
413,1,"dear @organization1, @caps2 opinion, comput fantastic! therefore, believ comput great effect peopl life. three reason support @caps2 decis mani job use computers, instead use dictionari thesaurus, search big help home/around house. @caps2 first reason is, mani job state, nation use computer. statist say @num1 @num2 job state use comput technolog relat comput hardware. honestli think it, teacher, factori employee, etc, practicli even abl job without it. learn alot new invent came past decade, two. learn anyth past @num3 years, would ""@caps1 time spend computer, go learn thing never know before."" @caps2 second reason alot use search engin @num3 year ago. in/around @num5's, want find information, resort was...books. yes, mean read great, comput faster easier. go @organization2 type want find. come @num6 second around @num7 link websit help out. think, there tabl contents, link click! @caps2 third reason big help around house/at home. state @location1, @percent1 peopl laptop comput home. but, bad thing, help mani things. including, help children, help cooking, organizing, anything! let' say know time ""@caps3's"" friend birthday parti starts, worri ask mom @caps4! need recip dinner, find cooks.com. make life alot easier put extraordinari effect life! conclusion, comput life great, mani job use computers, there mani search things, help home. so, comput awesom effect people' lives!!",4,5,9
414,1,"dear local newspaper, @caps1 agre comput effect people? think @caps1 agre comput affect people. @caps1 agre statement peopl dont get use thing stay computer. one exampl peopl @caps1 stay comput wont much fun people. wont enjoy much stay internet. last exampl doctor sometim say good stay computer. first all, peopl stay comput wont much fun oth poeple. know one friend love get comput stay long period time. one idea alot comput people. peopl dont go fun like go mall friends. peopl tri focus comput there someth import do. thirldy, peopl wont enjoy themselves. @caps2 comput realli dont enjoy sit internet. one import fact wont want enjoy beauti day famili ther go beach. peopl take map want go back sleep wont noth els rest day. sometim wont good life without enjoy it. lastly, doctor say good alway stay computer. one import fact alway need excersis instead lamp around. sometim might happen eye stead look computer. need healthi thing help body. conclusion, agre statement reason wont fun. wont enjoy yourself, doctors. say good hope like prompt go newspaper.",4,4,8
415,1,"dear @caps1 @caps2, comput around us ever go. learn thing play games. although comput around us possit effect peopl because, harm peopl could findout live addicting. ever look find computer. home, school, car, work, hotels. expos comput helpful. everyth see day run computer. futur go see computers. buis practic run computers, soon run thereself. also mani comput creat jobs. make computers, program them, fix them, even supervis work. even though everyon say safe computer, not. chat websit could meet someon might child melestor a. find live one home home alone. address even look hous websit possibl get hous blueprints. come leav mental scare life. ton thing computer. exampl play games. game virtual world game fun meaning. either way game comput addicting. say go play @num1 minut addict play @num2 hours. game suck stuck. although comput around us possit effect peopl harm peopl find live addicting. comput good bad time. peopl need know stop use drasticli chang life.",3,4,7
416,1,"dear local newspaper, strongli think comput rather look computer. strongli think could caus seriou damag eyes. opinion comput think get enough exercise. would sit look comput day. would probley get fat cours year. would like couch potato. next opinion abl get hous see beauti nature. like trees, flowers, wild life anim too. go outsid fresh air you. last opinion computer. abl hang friend family. wont abl see big famili is. small still small. well opinion' computers.",3,3,6
417,1,"dear @organization1 @organization1 @organization1, write letter state opinion effect comput people. think effect good everi place need store thing neatli way know go back neat saved. everi place use comput big thing. hotel use save who' room actuv room keys, restarunt use help make bill, hospila use store fli print heat doctor go look understand. school use need store grade neatly, student type paper neatli hand could leav day go back tomorrow. comput also job, like workinh like fix instal @organization1 programor app. also work like work websit agin write boper. biggest compani @month1 need comput even @organization1 need big company. even peopl get outsid enought comput help make money sucss life yo got money thek go side speed it. comput big effect schools, communy, store mani pplaec peopl life.",4,4,8
418,1,"dear @organization2, @caps1 name us @person1 @location3, @location2. thought would benefit opinion effect @organization1 comput usag throughout @location1 heard young teen. would help @caps1 age peopl depend computers! entertain onlin games, commun friend famili receiv news happen around world. although peopl alway benefit computer, @organization1 time peopl satisfied, benefit use @organization1 computers. first off, peopl affect comput posit way entertain whether play onlin games, particip fantasi sport league. although mention two non-educ examples, mani educatiion websit internet children learn from. @caps1 person life name mani exampl @organization1 entetainment. use @caps2, onlin game website, fantasi footbal team involv in. anoth exampl @organization1 entertain @caps1 younger brother. parker goe leav websites. play websit hours. although slovel infront @organization1 comput screen learning. also, expert say children throughout world learn comput textbook, hear inform teacher. say comput screen catch peopl attention. learn major prioriti mean put child infront @organization1 comput hour improv this, happen. @caps1 next reason effect @organization1 comput peopl positive, help peopl commun friend family. @caps1 brother attend colleg @organization1 sinc see often. famili video chat program call @organization4. @organization1 program abl stay touch. onlin poll put @date1 ask peopl regularli talk friends, family. sixty-thre percent @organization1 vote show peopl commun comput @organization1 time. thirty-two percent said phone sixteen percent said person. show much peopl commun comput using, facebook, @caps3 @caps4, much more. would say comput good effect ion peopl use way. lastly, comput help peopl receiv news happen around world. comput @caps1 house, everytim open internet break news war @location6 devist @location5, much more. alsom month ago class @organization3 made pie-chart discov classmat find world news. fifty-six percent said foud news computers. @organization3 student peopl get news internet. night dinner waiter @location4 said receiv @organization1 news hometown internet. see mani peopl use internet comput receiv news information. easi tell effect comput peopl posit @organization1 reason state above; peopl entertained, commun famili friends, @month1 reciev news what' happen around world. like said first paragraph, effect posit @organization1 are!",6,6,12
419,1,"local newspap want know opinion effect comput people. comput effect people. peopl meet new people, learn new places, talk friends. read learn comput effect peopl lifes. first reason peopl meet new people. meet new peopl around world. keep touch @caps1 e-mail. quicker new way meet new people. second reason learn new places. learn new place click webpage. comput faster way learn. give everyth need know ne place want learn about. third reason talk friends. comput mani diffrent social websit talk people. wont wait school next day talk computer. new / quicker stuff talk friend ever want. finally, know comput affect people. meet new people, learn new places, talk friends. comput days. hope enjoy read affect people.",3,3,6
420,1,"dear @caps1 people, told use @caps1 give knolege, agre give hand-ey cordanation, @caps1 help thing world. first reason, comput mani technolog thing insid help peopl everyday. want talk interact famili friends. go facebook, myspac even twitter talk friends. common thing go @caps1. @percent1 teen adult use myspac facebook. litter kid would like @percent2 use @caps2 interact friends. technolog best thing could ever use. second reason is, peopl need learn use @caps1 hand-ey cordination. learning, could learn type, write stories, use @organization1 word, even learn what use internet, hand-ey cordination, learn key keyboard get better skills. thirdli reason is, search googl @location1. googl common thing everyon uses. look pictur projects, lab basiclli anything. dictionary, see word mean dictionay learn homework. conclus reason true comput greatest sourc planet, everyon want educ not? comput help everyone. gotta love it!?!",4,4,8
421,1,"peopl use computers, everyon agre benefit society. i, one not. think decent amount time computer, benefit from. beliv comput huge part peopl live now. think peopl get computer, get exercis peopl would much healthier, took time comput exercis instead. comput look place see beauti pictur places, nature, even people. peopl got comput travel enjoy nature, would abl live it, see picture. everyth would much fun got experi it, read it. anoth reason feel strongli peopl spend less time comput spent much time interact famili friend comput much seem like drift away friend family. almost ""busy"" see them. see highli disagre overus computers.",3,3,6
422,1,"dear, ever concern peopl obsses computers. usual stay night play game go @caps1. peopl love comput rare iteract peopl like left alon one bother them. peopl go onlin research stuff probabl lie mayb someon mess them. love comput much stay night get sleep miss work get tire know problem quit. dont want stay al night. could someth import miss like child parti becus husband wife type wake up. want go miss child never trust stop interact peopl realli got problem need want go get junk food soda. comput time bad sometim get cranki someon take away need realiz go get exercis need got get end unhealthi bad want stop habit get new one. write report tend go internet. @month1 agood sorc could lie could turn worst report ever @month1 copi past could still reliabl sorc use use good good book. internet bad thing could consum use time peopl make comput shut comput world one week know internet.",4,3,7
423,1,"dear newspap @caps1, @caps2 peopl commun use comput posit ideas. give eye coordination, give peopl abil research far away place allow talk far away family. think comput posit effect people. begin comput give posit efect peopl give hand eye cordination. exampl help abil more. like work somewher restraunt. need lot cordin hold heavi trays. mom waitress need lot cordin tell me. anoth reason would would hand cordin drive react fast. peopl say comput make abl see while. would need glasses. that desis give one reason comput posit effect peopl today. secondli comput posit effect give peopl abil search far away places. good thing get good idea like might want take trip there. anoth reason would student usual project call research countries. comput make kid smarter way peopl say kid could get websit bad, also arn't get exers research town. @percent1 kid stil comput go get exersize. anoth reason comput impact. lastly, comput posit kid adult talk friend famili quicker. exmapl famili member live far away instead mail send comput @num1 minut send. quicker easier. anoth reason kid abl talk friend faster mail well. @percent2 kid use comput talk friend peopl say kid think talk friend could someon bad. make sure friend one question make sure friend. comput posit impact young adults, children, parents. conclude, would like say comput posit impact coupl reason one give hand eye coordin give peopl abil search countri beabl talk friends. other disagre ruin eyes, get exers lastli give child unsafe. chang easili limit kids, see talk get sport. think comput postiv impact.",4,5,9
424,1,"dear local newspaper, think comput posit effect people. @caps13 reason educ @caps1, make thing easy, enjoyable. below, explain reason. firstly, educational. comput like giant resourc information. mani teacher @month1 direct student onlin @caps2 learn purposes. also, alot peopl go onlin research inform @caps2 school, job, project. great websit pack information, like @organization1, access use computer. @caps2 exampl imagin research use books, live far @caps6 library. internet make research easy, access @caps7 time! secondly, make thing easi do. comput provid peopl mani easy, convieni way mani tasks. werent comput world. think interact peopl around world would challenging? almost @caps4/@caps5 @location2 like @person1's, @organization2, @person2' onlin websit aid shopper & even allow buy thing online, way easi go car. rememb time want someth @caps6 store way @location1 went onlin home bought @caps7 there! also, @caps7 make thing like order @caps8, get plane tickets, get help alot much easier & @caps7 save time! thirdly, comput enjoyable! provid alot @caps17 thing do! @caps2 exampl bore get computer, & search @caps2 game enjoy. alway game like. that, enjoy @caps7 talk friend family. stay touch, enjoy company. anoth good thing peopl enjoy comput send thing one another, lightin @caps10 email. imagin phone, want tell husband away busi trip, son sic. send @caps7 mail, @caps7 take least @num1 days. email, coupl minut so, see comput also provid @caps11 safeti @caps2 everybody! so, see comput posit effect peopl @caps13 way educ & help @caps1 learn. make thing like order @caps8, get tickets, contact helpl easi @caps15, enjoyable, @caps6 play @caps17 games, stay touch friend family. think without comput we'd probabl suffer? think comput great effect peopl",5,4,9
425,1,"@month1 concern comput great sourc technology, mani peopl spend much time them. peopl get see out-sid world ""busy"" computers, use find thing play game outsid fresh air. comput peopl spend much time instead outdoor experience, exercising, talk bond famili friends. first all, peopl enjoy natur much enjoy computers. stuck side school work, get go outsid see natur beauti nature, get take @num1 minut go enjoy wilderness. go outsid everi day, feel good get explor world. expeci littl break alone, nature, get away lose stress. @month1 say enjoy natur explor new place online, ye want first-hand? get real experi look pictures. explor yourself. natur alway thing new. secondly, computer, anyth body, need go exercise. fresh air good you, you. spend time computer, spend time famili friends. famili import thing life, get older, time famili get less less. also @month1 see friend school work everyday realli get sit ""catch up"" other. onlin program chat friend family, want see personaly, especi see everyweek. better experi made mani moments. go far even go run give time love ones. conclusion, peopl spend much time computers. get experi outsid world wonder nature. computers, less exercis get less fresh air. famili friend greatest thing life, dont get bond you,. comput good use spread sheet type essays, good spend time on, mail it, miss adventur life ventur",5,5,10
426,1,"dear, @caps1 @organization1 @caps2 come concern mani peopl debat whether comput benefit societi not. peopl think comput live mani people, disagre say that. think comput benefit societi ways, bring peopl together, offer mani websit research topic, let peopl shop home. one way comput help us bring peopl togeth use internet. mani famili live close relatives, make hard see them. internet, peopl use social network site facebook myspac keep touch one another. distant rel talk share pictur one anoth keep touch. also, internet help bring coupl togeth potenti lead marriages. @month1 time seen @caps3 harmoni commerci claim brought two singl togeth make happi couple? anoth way comput help today' societi offer mani place conduct research certain topic. mani search engin internet lead numer websit help find need know. also, research topic comput much easier compar go librari read books. use books, research topic, need find right book, read whole thing least @caps2, find look for. internet, type look for, click, go. lastly, comput let shop onlin lead better shop experience. shop online, skip long line retail store mean less time walk get product. example, mani peopl rush store earli @time1 huge sale ""@caps4 @date1."" person could left wait line hour get product. wait outsid long could buy product comfort home get product deliv right house? also, mani websit offer special deal shop onlin even money. conclusion, think comput benefit societi three ways, bring peopl together, offer mani websit research topic, let peopl shop home. world without comput would much differ world live today.",5,4,9
